You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr    | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | lora      | entity_matching | 16         | 200    | 0.001 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+

Downloading (…)neration_config.json:   0%|          | 0.00/147 [00:00<?, ?B/s]
Downloading (…)neration_config.json: 100%|██████████| 147/147 [00:00<00:00, 40.0kB/s]trainable params: 294,912 || all params: 60,801,536 || trainable%: 0.4850403779272945
Epoch: 122 | Train Loss: 0.0025 | Val Loss: 0.1797 | Train Acc: 0.9987 | Val Acc: 0.9580 | Train F1: 0.9930 | Val F1: 0.7892 | Train Time: 32.94268441200256 secs
Epoch: 123 | Train Loss: 0.0031 | Val Loss: 0.1484 | Train Acc: 0.9979 | Val Acc: 0.9649 | Train F1: 0.9887 | Val F1: 0.8173 | Train Time: 32.97821354866028 secs
Epoch: 124 | Train Loss: 0.0025 | Val Loss: 0.1648 | Train Acc: 0.9980 | Val Acc: 0.9575 | Train F1: 0.9896 | Val F1: 0.7924 | Train Time: 32.96250319480896 secs
Epoch: 125 | Train Loss: 0.0027 | Val Loss: 0.1533 | Train Acc: 0.9979 | Val Acc: 0.9634 | Train F1: 0.9887 | Val F1: 0.8120 | Train Time: 32.8930230140686 secs
Epoch: 126 | Train Loss: 0.0021 | Val Loss: 0.1622 | Train Acc: 0.9982 | Val Acc: 0.9624 | Train F1: 0.9905 | Val F1: 0.8021 | Train Time: 33.00978755950928 secs
Epoch: 127 | Train Loss: 0.0018 | Val Loss: 0.1727 | Train Acc: 0.9989 | Val Acc: 0.9619 | Train F1: 0.9939 | Val F1: 0.8000 | Train Time: 32.8801326751709 secs
Epoch: 128 | Train Loss: 0.0010 | Val Loss: 0.1695 | Train Acc: 0.9993 | Val Acc: 0.9619 | Train F1: 0.9965 | Val F1: 0.8000 | Train Time: 32.82813906669617 secs
Epoch: 129 | Train Loss: 0.0015 | Val Loss: 0.1872 | Train Acc: 0.9989 | Val Acc: 0.9610 | Train F1: 0.9939 | Val F1: 0.7990 | Train Time: 32.98919129371643 secs
Epoch: 130 | Train Loss: 0.0009 | Val Loss: 0.1849 | Train Acc: 0.9995 | Val Acc: 0.9619 | Train F1: 0.9974 | Val F1: 0.8020 | Train Time: 32.824313163757324 secs
Epoch: 131 | Train Loss: 0.0017 | Val Loss: 0.1825 | Train Acc: 0.9990 | Val Acc: 0.9619 | Train F1: 0.9948 | Val F1: 0.7958 | Train Time: 32.859795331954956 secs
Epoch: 132 | Train Loss: 0.0027 | Val Loss: 0.1817 | Train Acc: 0.9976 | Val Acc: 0.9605 | Train F1: 0.9870 | Val F1: 0.7928 | Train Time: 32.88484859466553 secs
Epoch: 133 | Train Loss: 0.0019 | Val Loss: 0.1872 | Train Acc: 0.9985 | Val Acc: 0.9614 | Train F1: 0.9922 | Val F1: 0.7969 | Train Time: 32.84080219268799 secs
Epoch: 134 | Train Loss: 0.0019 | Val Loss: 0.1878 | Train Acc: 0.9985 | Val Acc: 0.9595 | Train F1: 0.9922 | Val F1: 0.7940 | Train Time: 32.973583936691284 secs
Epoch: 135 | Train Loss: 0.0016 | Val Loss: 0.1903 | Train Acc: 0.9985 | Val Acc: 0.9614 | Train F1: 0.9922 | Val F1: 0.8030 | Train Time: 32.94715142250061 secs
Epoch: 136 | Train Loss: 0.0024 | Val Loss: 0.1829 | Train Acc: 0.9979 | Val Acc: 0.9600 | Train F1: 0.9887 | Val F1: 0.7919 | Train Time: 32.89654850959778 secs
Epoch: 137 | Train Loss: 0.0028 | Val Loss: 0.1797 | Train Acc: 0.9982 | Val Acc: 0.9595 | Train F1: 0.9905 | Val F1: 0.7951 | Train Time: 33.02821469306946 secs
Epoch: 138 | Train Loss: 0.0018 | Val Loss: 0.1722 | Train Acc: 0.9984 | Val Acc: 0.9610 | Train F1: 0.9913 | Val F1: 0.8010 | Train Time: 32.97010016441345 secs
Epoch: 139 | Train Loss: 0.0018 | Val Loss: 0.1658 | Train Acc: 0.9992 | Val Acc: 0.9649 | Train F1: 0.9957 | Val F1: 0.8182 | Train Time: 32.89010047912598 secs
Epoch: 140 | Train Loss: 0.0022 | Val Loss: 0.1858 | Train Acc: 0.9982 | Val Acc: 0.9619 | Train F1: 0.9904 | Val F1: 0.8000 | Train Time: 32.671669721603394 secs
Epoch: 141 | Train Loss: 0.0014 | Val Loss: 0.1845 | Train Acc: 0.9993 | Val Acc: 0.9605 | Train F1: 0.9965 | Val F1: 0.7990 | Train Time: 32.4322030544281 secs
Epoch: 142 | Train Loss: 0.0023 | Val Loss: 0.1897 | Train Acc: 0.9984 | Val Acc: 0.9571 | Train F1: 0.9913 | Val F1: 0.7854 | Train Time: 32.47830128669739 secs
Epoch: 143 | Train Loss: 0.0034 | Val Loss: 0.1730 | Train Acc: 0.9972 | Val Acc: 0.9595 | Train F1: 0.9852 | Val F1: 0.7940 | Train Time: 32.499351024627686 secs
Epoch: 144 | Train Loss: 0.0015 | Val Loss: 0.1738 | Train Acc: 0.9989 | Val Acc: 0.9590 | Train F1: 0.9939 | Val F1: 0.7921 | Train Time: 32.44453811645508 secs
Epoch: 145 | Train Loss: 0.0030 | Val Loss: 0.1595 | Train Acc: 0.9984 | Val Acc: 0.9605 | Train F1: 0.9913 | Val F1: 0.7980 | Train Time: 32.47521471977234 secs
Epoch: 146 | Train Loss: 0.0012 | Val Loss: 0.1639 | Train Acc: 0.9993 | Val Acc: 0.9610 | Train F1: 0.9965 | Val F1: 0.7990 | Train Time: 32.51738166809082 secs
Epoch: 147 | Train Loss: 0.0016 | Val Loss: 0.1786 | Train Acc: 0.9993 | Val Acc: 0.9585 | Train F1: 0.9965 | Val F1: 0.7757 | Train Time: 32.80325412750244 secs
Epoch: 148 | Train Loss: 0.0015 | Val Loss: 0.1698 | Train Acc: 0.9987 | Val Acc: 0.9571 | Train F1: 0.9930 | Val F1: 0.7833 | Train Time: 32.600141286849976 secs
Epoch: 149 | Train Loss: 0.0015 | Val Loss: 0.1682 | Train Acc: 0.9989 | Val Acc: 0.9610 | Train F1: 0.9939 | Val F1: 0.7949 | Train Time: 32.57458472251892 secs
Epoch: 150 | Train Loss: 0.0007 | Val Loss: 0.1826 | Train Acc: 0.9992 | Val Acc: 0.9575 | Train F1: 0.9957 | Val F1: 0.7841 | Train Time: 32.50992226600647 secs
Epoch: 151 | Train Loss: 0.0020 | Val Loss: 0.1788 | Train Acc: 0.9985 | Val Acc: 0.9566 | Train F1: 0.9922 | Val F1: 0.7845 | Train Time: 32.621705770492554 secs
Epoch: 152 | Train Loss: 0.0012 | Val Loss: 0.1871 | Train Acc: 0.9989 | Val Acc: 0.9556 | Train F1: 0.9939 | Val F1: 0.7849 | Train Time: 32.56519389152527 secs
Epoch: 153 | Train Loss: 0.0013 | Val Loss: 0.1791 | Train Acc: 0.9990 | Val Acc: 0.9590 | Train F1: 0.9948 | Val F1: 0.7941 | Train Time: 32.57944869995117 secs
Epoch: 154 | Train Loss: 0.0032 | Val Loss: 0.1570 | Train Acc: 0.9979 | Val Acc: 0.9614 | Train F1: 0.9887 | Val F1: 0.8020 | Train Time: 32.68350887298584 secs
Epoch: 155 | Train Loss: 0.0009 | Val Loss: 0.1738 | Train Acc: 0.9992 | Val Acc: 0.9605 | Train F1: 0.9957 | Val F1: 0.7960 | Train Time: 32.65305757522583 secs
Epoch: 156 | Train Loss: 0.0008 | Val Loss: 0.1758 | Train Acc: 0.9995 | Val Acc: 0.9614 | Train F1: 0.9974 | Val F1: 0.7990 | Train Time: 32.571977376937866 secs
Epoch: 157 | Train Loss: 0.0010 | Val Loss: 0.1873 | Train Acc: 0.9990 | Val Acc: 0.9600 | Train F1: 0.9948 | Val F1: 0.7919 | Train Time: 32.63371825218201 secs
Epoch: 158 | Train Loss: 0.0010 | Val Loss: 0.1890 | Train Acc: 0.9995 | Val Acc: 0.9571 | Train F1: 0.9974 | Val F1: 0.7822 | Train Time: 32.62294125556946 secs
Epoch: 159 | Train Loss: 0.0015 | Val Loss: 0.1861 | Train Acc: 0.9990 | Val Acc: 0.9575 | Train F1: 0.9948 | Val F1: 0.7820 | Train Time: 32.66513419151306 secs
Epoch: 160 | Train Loss: 0.0010 | Val Loss: 0.1957 | Train Acc: 0.9993 | Val Acc: 0.9561 | Train F1: 0.9965 | Val F1: 0.7837 | Train Time: 32.62751650810242 secs
Epoch: 161 | Train Loss: 0.0009 | Val Loss: 0.1829 | Train Acc: 0.9993 | Val Acc: 0.9595 | Train F1: 0.9965 | Val F1: 0.7909 | Train Time: 32.6070818901062 secs
Epoch: 162 | Train Loss: 0.0005 | Val Loss: 0.1859 | Train Acc: 0.9997 | Val Acc: 0.9585 | Train F1: 0.9983 | Val F1: 0.7880 | Train Time: 32.6242413520813 secs
Epoch: 163 | Train Loss: 0.0023 | Val Loss: 0.1851 | Train Acc: 0.9982 | Val Acc: 0.9595 | Train F1: 0.9904 | Val F1: 0.7899 | Train Time: 32.62857007980347 secs
Epoch: 164 | Train Loss: 0.0009 | Val Loss: 0.1793 | Train Acc: 0.9995 | Val Acc: 0.9610 | Train F1: 0.9974 | Val F1: 0.7959 | Train Time: 32.65586566925049 secs
Epoch: 165 | Train Loss: 0.0009 | Val Loss: 0.1806 | Train Acc: 0.9993 | Val Acc: 0.9580 | Train F1: 0.9965 | Val F1: 0.7892 | Train Time: 32.602036237716675 secs
Epoch: 166 | Train Loss: 0.0014 | Val Loss: 0.1758 | Train Acc: 0.9997 | Val Acc: 0.9610 | Train F1: 0.9983 | Val F1: 0.7970 | Train Time: 32.57653188705444 secs
Epoch: 167 | Train Loss: 0.0004 | Val Loss: 0.1871 | Train Acc: 0.9997 | Val Acc: 0.9585 | Train F1: 0.9983 | Val F1: 0.7932 | Train Time: 32.69963550567627 secs
Epoch: 168 | Train Loss: 0.0009 | Val Loss: 0.1808 | Train Acc: 0.9993 | Val Acc: 0.9605 | Train F1: 0.9965 | Val F1: 0.7980 | Train Time: 32.63839769363403 secs
Epoch: 169 | Train Loss: 0.0008 | Val Loss: 0.1904 | Train Acc: 0.9992 | Val Acc: 0.9619 | Train F1: 0.9957 | Val F1: 0.7990 | Train Time: 32.635865688323975 secs
Epoch: 170 | Train Loss: 0.0003 | Val Loss: 0.1953 | Train Acc: 1.0000 | Val Acc: 0.9614 | Train F1: 1.0000 | Val F1: 0.8010 | Train Time: 32.64171504974365 secs
Epoch: 171 | Train Loss: 0.0007 | Val Loss: 0.1939 | Train Acc: 0.9997 | Val Acc: 0.9600 | Train F1: 0.9983 | Val F1: 0.7960 | Train Time: 32.78462529182434 secs
Epoch: 172 | Train Loss: 0.0009 | Val Loss: 0.1915 | Train Acc: 0.9992 | Val Acc: 0.9619 | Train F1: 0.9957 | Val F1: 0.8030 | Train Time: 28.852917432785034 secs
Epoch: 173 | Train Loss: 0.0003 | Val Loss: 0.1963 | Train Acc: 0.9998 | Val Acc: 0.9629 | Train F1: 0.9991 | Val F1: 0.8071 | Train Time: 28.975134134292603 secs
Epoch: 174 | Train Loss: 0.0012 | Val Loss: 0.1974 | Train Acc: 0.9992 | Val Acc: 0.9619 | Train F1: 0.9957 | Val F1: 0.7969 | Train Time: 28.92532467842102 secs
Epoch: 175 | Train Loss: 0.0021 | Val Loss: 0.2058 | Train Acc: 0.9987 | Val Acc: 0.9502 | Train F1: 0.9930 | Val F1: 0.7628 | Train Time: 29.08634352684021 secs
Epoch: 176 | Train Loss: 0.0013 | Val Loss: 0.1867 | Train Acc: 0.9990 | Val Acc: 0.9644 | Train F1: 0.9948 | Val F1: 0.8104 | Train Time: 29.08579683303833 secs
Epoch: 177 | Train Loss: 0.0005 | Val Loss: 0.1916 | Train Acc: 0.9993 | Val Acc: 0.9634 | Train F1: 0.9965 | Val F1: 0.8072 | Train Time: 29.014394521713257 secs
Epoch: 178 | Train Loss: 0.0009 | Val Loss: 0.1938 | Train Acc: 0.9990 | Val Acc: 0.9614 | Train F1: 0.9948 | Val F1: 0.7959 | Train Time: 29.039619207382202 secs
Epoch: 179 | Train Loss: 0.0010 | Val Loss: 0.1936 | Train Acc: 0.9992 | Val Acc: 0.9619 | Train F1: 0.9957 | Val F1: 0.8010 | Train Time: 29.00346851348877 secs
Epoch: 180 | Train Loss: 0.0004 | Val Loss: 0.1956 | Train Acc: 0.9997 | Val Acc: 0.9600 | Train F1: 0.9983 | Val F1: 0.7919 | Train Time: 29.09330940246582 secs
Epoch: 181 | Train Loss: 0.0002 | Val Loss: 0.1987 | Train Acc: 1.0000 | Val Acc: 0.9605 | Train F1: 1.0000 | Val F1: 0.7949 | Train Time: 29.182141304016113 secs
Epoch: 182 | Train Loss: 0.0006 | Val Loss: 0.2032 | Train Acc: 0.9992 | Val Acc: 0.9571 | Train F1: 0.9956 | Val F1: 0.7833 | Train Time: 29.19811987876892 secs
Epoch: 183 | Train Loss: 0.0005 | Val Loss: 0.2013 | Train Acc: 0.9997 | Val Acc: 0.9605 | Train F1: 0.9983 | Val F1: 0.7980 | Train Time: 29.225398778915405 secs
Epoch: 184 | Train Loss: 0.0015 | Val Loss: 0.2001 | Train Acc: 0.9992 | Val Acc: 0.9600 | Train F1: 0.9957 | Val F1: 0.7908 | Train Time: 29.14488983154297 secs
Epoch: 185 | Train Loss: 0.0015 | Val Loss: 0.1941 | Train Acc: 0.9992 | Val Acc: 0.9614 | Train F1: 0.9957 | Val F1: 0.8000 | Train Time: 29.208770751953125 secs
Epoch: 186 | Train Loss: 0.0006 | Val Loss: 0.1948 | Train Acc: 0.9997 | Val Acc: 0.9619 | Train F1: 0.9983 | Val F1: 0.8020 | Train Time: 29.20341444015503 secs
Epoch: 187 | Train Loss: 0.0003 | Val Loss: 0.1986 | Train Acc: 0.9998 | Val Acc: 0.9585 | Train F1: 0.9991 | Val F1: 0.7901 | Train Time: 29.263482093811035 secs
Epoch: 188 | Train Loss: 0.0005 | Val Loss: 0.1971 | Train Acc: 0.9997 | Val Acc: 0.9605 | Train F1: 0.9983 | Val F1: 0.7970 | Train Time: 29.316944360733032 secs
Epoch: 189 | Train Loss: 0.0007 | Val Loss: 0.1975 | Train Acc: 0.9995 | Val Acc: 0.9575 | Train F1: 0.9974 | Val F1: 0.7873 | Train Time: 29.353402853012085 secs
Epoch: 190 | Train Loss: 0.0009 | Val Loss: 0.1996 | Train Acc: 0.9995 | Val Acc: 0.9566 | Train F1: 0.9974 | Val F1: 0.7845 | Train Time: 29.254242420196533 secs
Epoch: 191 | Train Loss: 0.0007 | Val Loss: 0.1977 | Train Acc: 0.9995 | Val Acc: 0.9580 | Train F1: 0.9974 | Val F1: 0.7892 | Train Time: 29.40596318244934 secs
Epoch: 192 | Train Loss: 0.0008 | Val Loss: 0.1987 | Train Acc: 0.9993 | Val Acc: 0.9556 | Train F1: 0.9965 | Val F1: 0.7797 | Train Time: 29.2624192237854 secs
Epoch: 193 | Train Loss: 0.0006 | Val Loss: 0.1951 | Train Acc: 0.9993 | Val Acc: 0.9600 | Train F1: 0.9965 | Val F1: 0.7929 | Train Time: 29.413113832473755 secs
Epoch: 194 | Train Loss: 0.0008 | Val Loss: 0.1936 | Train Acc: 0.9993 | Val Acc: 0.9600 | Train F1: 0.9965 | Val F1: 0.7950 | Train Time: 29.416168212890625 secs
Epoch: 195 | Train Loss: 0.0008 | Val Loss: 0.1930 | Train Acc: 0.9993 | Val Acc: 0.9605 | Train F1: 0.9965 | Val F1: 0.7970 | Train Time: 29.294772148132324 secs
Epoch: 196 | Train Loss: 0.0004 | Val Loss: 0.1935 | Train Acc: 0.9998 | Val Acc: 0.9605 | Train F1: 0.9991 | Val F1: 0.7970 | Train Time: 29.23670744895935 secs
Epoch: 197 | Train Loss: 0.0006 | Val Loss: 0.1941 | Train Acc: 0.9998 | Val Acc: 0.9590 | Train F1: 0.9991 | Val F1: 0.7910 | Train Time: 29.146533727645874 secs
Epoch: 198 | Train Loss: 0.0005 | Val Loss: 0.1943 | Train Acc: 0.9997 | Val Acc: 0.9590 | Train F1: 0.9983 | Val F1: 0.7910 | Train Time: 29.140686511993408 secs
Epoch: 199 | Train Loss: 0.0004 | Val Loss: 0.1942 | Train Acc: 0.9997 | Val Acc: 0.9585 | Train F1: 0.9983 | Val F1: 0.7880 | Train Time: 29.178865432739258 secs
The predictive performance on test data of Walmart-Amazon is: {'precision': 0.7761194029850746, 'recall': 0.8082901554404145, 'accuracy': 0.9599804782820889, 'f1': 0.7918781725888324}
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+------------+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr  | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | base_model | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+------------+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | prefix    | entity_matching | 16         | 200    | 0.2 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | t5-small   | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+------------+---------+
trainable params: 307,200 || all params: 60,813,824 || trainable%: 0.5051483031226585
Epoch: 0 | Train Loss: 0.2187 | Val Loss: 0.1574 | Train Acc: 0.8966 | Val Acc: 0.9058 | Train F1: 0.0001 | Val F1: 0.0000 | Train Time: 27.850099563598633 secs
Epoch: 1 | Train Loss: 0.1745 | Val Loss: 0.1600 | Train Acc: 0.9056 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.715025901794434 secs
Epoch: 2 | Train Loss: 0.1649 | Val Loss: 0.1597 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.512471914291382 secs
Epoch: 3 | Train Loss: 0.1647 | Val Loss: 0.1544 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.372701406478882 secs
Epoch: 4 | Train Loss: 0.1632 | Val Loss: 0.1691 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.25350308418274 secs
Epoch: 5 | Train Loss: 0.1671 | Val Loss: 0.1660 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.13344144821167 secs
Epoch: 6 | Train Loss: 0.1660 | Val Loss: 0.1530 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.138224363327026 secs
Epoch: 7 | Train Loss: 0.1609 | Val Loss: 0.1553 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.181519031524658 secs
Epoch: 8 | Train Loss: 0.1618 | Val Loss: 0.1526 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.244077920913696 secs
Epoch: 9 | Train Loss: 0.1611 | Val Loss: 0.1510 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.191453456878662 secs
Epoch: 10 | Train Loss: 0.1627 | Val Loss: 0.1561 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 26.23356795310974 secs
Epoch: 11 | Train Loss: 0.1631 | Val Loss: 0.1500 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.23366689682007 secs
Epoch: 12 | Train Loss: 0.1608 | Val Loss: 0.1506 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.21748924255371 secs
Epoch: 13 | Train Loss: 0.1606 | Val Loss: 0.1526 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.206194639205933 secs
Epoch: 14 | Train Loss: 0.1627 | Val Loss: 0.1514 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.194878101348877 secs
Epoch: 15 | Train Loss: 0.1608 | Val Loss: 0.1540 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.184659242630005 secs
Epoch: 16 | Train Loss: 0.1634 | Val Loss: 0.1500 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.127405166625977 secs
Epoch: 17 | Train Loss: 0.1601 | Val Loss: 0.1504 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.110466718673706 secs
Epoch: 18 | Train Loss: 0.1594 | Val Loss: 0.1511 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11546015739441 secs
Epoch: 19 | Train Loss: 0.1624 | Val Loss: 0.1510 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.14016079902649 secs
Epoch: 20 | Train Loss: 0.1634 | Val Loss: 0.1498 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.104129314422607 secs
Epoch: 21 | Train Loss: 0.1603 | Val Loss: 0.1495 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.195825576782227 secs
Epoch: 22 | Train Loss: 0.1645 | Val Loss: 0.1516 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.139642000198364 secs
Epoch: 23 | Train Loss: 0.1601 | Val Loss: 0.1550 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.212097644805908 secs
Epoch: 24 | Train Loss: 0.1596 | Val Loss: 0.1504 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.159975051879883 secs
Epoch: 25 | Train Loss: 0.1613 | Val Loss: 0.1524 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.083101511001587 secs
Epoch: 26 | Train Loss: 0.1609 | Val Loss: 0.1512 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.16376233100891 secs
Epoch: 27 | Train Loss: 0.1591 | Val Loss: 0.1521 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.107436895370483 secs
Epoch: 28 | Train Loss: 0.1600 | Val Loss: 0.1489 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.136666774749756 secs
Epoch: 29 | Train Loss: 0.1592 | Val Loss: 0.1490 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.018232822418213 secs
Epoch: 30 | Train Loss: 0.1592 | Val Loss: 0.1485 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.064759492874146 secs
Epoch: 31 | Train Loss: 0.1617 | Val Loss: 0.1515 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.04595685005188 secs
Epoch: 32 | Train Loss: 0.1584 | Val Loss: 0.1492 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.076600790023804 secs
Epoch: 33 | Train Loss: 0.1589 | Val Loss: 0.1498 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.062593460083008 secs
Epoch: 34 | Train Loss: 0.1577 | Val Loss: 0.1503 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.067820072174072 secs
Epoch: 35 | Train Loss: 0.1629 | Val Loss: 0.1724 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.17935800552368 secs
Epoch: 36 | Train Loss: 0.1608 | Val Loss: 0.1573 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.12292456626892 secs
Epoch: 37 | Train Loss: 0.1584 | Val Loss: 0.1498 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.12454080581665 secs
Epoch: 38 | Train Loss: 0.1589 | Val Loss: 0.1487 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.02174139022827 secs
Epoch: 39 | Train Loss: 0.1589 | Val Loss: 0.1568 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.085251808166504 secs
Epoch: 40 | Train Loss: 0.1589 | Val Loss: 0.1518 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.0589120388031 secs
Epoch: 41 | Train Loss: 0.1596 | Val Loss: 0.1483 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.021257162094116 secs
Epoch: 42 | Train Loss: 0.1579 | Val Loss: 0.1479 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.07993483543396 secs
Epoch: 43 | Train Loss: 0.1580 | Val Loss: 0.1517 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.10060954093933 secs
Epoch: 44 | Train Loss: 0.1597 | Val Loss: 0.1483 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.999728202819824 secs
Epoch: 45 | Train Loss: 0.1576 | Val Loss: 0.1484 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.126219272613525 secs
